2017-11-26 16:58:30.135592|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, :::9987
2017-11-29 13:13:19.590334|INFO    |VirtualServer |1  |servergroup '---- Grade Roux Supérieur ----'(id:21) was added by 'loulediable'(id:2)
2017-11-29 13:13:25.235449|INFO    |VirtualServer |1  |servergroup '---- Grade Fort Le Roux ----'(id:20) was renamed to '--- Grade Fort Le Roux ---' by 'loulediable'(id:2)
2017-11-29 13:13:44.080858|INFO    |VirtualServer |1  |servergroup '----- Grade Amis -----'(id:22) was added by 'loulediable'(id:2)
2017-11-29 13:14:01.345912|INFO    |VirtualServer |1  |servergroup '----- Grade Permission -----'(id:23) was added by 'loulediable'(id:2)
2017-11-29 13:15:14.958102|INFO    |VirtualServer |1  |servergroup '----- Grade Fun -----'(id:24) was added by 'loulediable'(id:2)
2017-11-29 13:15:23.909575|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:1, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '--- Grade Fort Le Roux ---'(id:20)
2017-11-29 13:15:27.530609|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:0, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '---- Grade Roux Supérieur ----'(id:21)
2017-11-29 13:15:28.112701|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) was deleted by 'loulediable'(id:2) from servergroup '---- Grade Roux Supérieur ----'(id:21)
2017-11-29 13:15:32.052922|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:100, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '---- Grade Roux Supérieur ----'(id:21)
2017-11-29 13:15:34.099091|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:0, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '--- Grade Fort Le Roux ---'(id:20)
2017-11-29 13:15:37.575922|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:1, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '--- Grade Fort Le Roux ---'(id:20)
2017-11-29 13:15:43.025203|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:0, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Guest Server Query'(id:1)
2017-11-29 13:15:43.684728|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) was deleted by 'loulediable'(id:2) from servergroup 'Guest Server Query'(id:1)
2017-11-29 13:15:45.585773|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:1, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Guest Server Query'(id:1)
2017-11-29 13:15:47.853371|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:2, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Guest Server Query'(id:1)
2017-11-29 13:15:53.545504|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:0, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Admin Server Query'(id:2)
2017-11-29 13:15:54.162955|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) was deleted by 'loulediable'(id:2) from servergroup 'Admin Server Query'(id:2)
2017-11-29 13:15:55.486388|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:2, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Admin Server Query'(id:2)
2017-11-29 13:15:58.263570|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:2, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Server Admin'(id:3)
2017-11-29 13:16:07.957056|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) was deleted by 'loulediable'(id:2) from servergroup 'Server Admin'(id:3)
2017-11-29 13:16:35.607435|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:50, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '---- Grade Roux Supérieur ----'(id:21)
2017-11-29 13:16:43.737648|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:0, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '----- Grade Amis -----'(id:22)
2017-11-29 13:16:44.249861|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) was deleted by 'loulediable'(id:2) from servergroup '----- Grade Amis -----'(id:22)
2017-11-29 13:16:46.998473|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:100, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '----- Grade Amis -----'(id:22)
2017-11-29 13:16:58.305780|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:150, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '----- Grade Permission -----'(id:23)
2017-11-29 13:17:05.192496|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:200, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '----- Grade Fun -----'(id:24)
2017-11-29 13:17:24.148088|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:10, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'N'amour'(id:10)
2017-11-29 13:17:44.733940|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:2, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Server Admin'(id:3)
2017-11-29 13:17:48.331166|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:2, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Normal'(id:4)
2017-11-29 13:17:51.554516|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:2, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Guest'(id:5)
2017-11-29 13:17:56.507174|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:5, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'N'amour'(id:10)
2017-11-29 13:18:02.920563|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:5, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Roux'(id:9)
2017-11-29 13:18:17.862602|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'All-Perm's'(id:6)
2017-11-29 13:18:24.276643|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:201, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'SnoIsse'(id:11)
2017-11-29 13:18:28.765130|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:201, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Mamie'(id:12)
2017-11-29 13:18:33.436402|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:201, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'QueenMs'(id:13)
2017-11-29 13:18:37.253550|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:201, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Drogué'(id:14)
2017-11-29 13:18:40.388190|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:201, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Enzooo'(id:17)
2017-11-29 13:18:45.661958|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:201, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Dégage !'(id:16)
2017-11-29 13:18:53.196848|INFO    |VirtualServer |1  |servergroup '----- Grade Amis -----'(id:22) was deleted by 'loulediable'(id:2)
2017-11-29 13:18:56.947071|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:100, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '----- Grade Permission -----'(id:23)
2017-11-29 13:19:01.620891|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:101, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'All-Perm's'(id:6)
2017-11-29 13:19:05.176487|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:150, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '----- Grade Fun -----'(id:24)
2017-11-29 13:19:09.125648|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'SnoIsse'(id:11)
2017-11-29 13:19:14.229364|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Mamie'(id:12)
2017-11-29 13:19:17.019583|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'QueenMs'(id:13)
2017-11-29 13:19:21.127211|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Drogué'(id:14)
2017-11-29 13:19:23.291093|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Dégage !'(id:16)
2017-11-29 13:19:25.326104|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Enzooo'(id:17)
2017-11-29 13:19:31.586440|INFO    |VirtualServer |1  |servergroup 'Normal'(id:7) was deleted by 'loulediable'(id:2)
2017-11-29 13:20:00.785044|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:200, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Guest'(id:8)
2017-11-29 13:20:48.534680|INFO    |VirtualServer |1  |servergroup 'Guest'(id:8) was renamed to 'Rouxlette' by 'loulediable'(id:2)
2017-11-29 13:20:55.378531|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Rouxlette'(id:8)
2017-11-29 13:21:13.328050|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:151, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Psychologue'(id:19)
2017-11-29 13:21:23.453197|INFO    |VirtualServer |1  |permission 'i_group_auto_update_type'(id:146) with values (value:51, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '♪'(id:18)
2017-11-29 13:21:29.695935|INFO    |VirtualServer |1  |permission 'i_group_auto_update_type'(id:146) was deleted by 'loulediable'(id:2) from servergroup '♪'(id:18)
2017-11-29 13:21:31.589129|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:51, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup '♪'(id:18)
2017-11-29 13:22:06.072030|INFO    |VirtualServer |1  |permission 'b_virtualserver_token_use'(id:38) was deleted by 'loulediable'(id:2) from servergroup 'Rouxlette'(id:8)
2017-11-29 13:23:05.292188|INFO    |VirtualServer |1  |permission 'i_client_max_avatar_filesize'(id:175) with values (value:-1, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Rouxlette'(id:8)
2017-11-29 13:23:09.087768|INFO    |VirtualServer |1  |permission 'i_client_max_clones_uid'(id:173) with values (value:10, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Rouxlette'(id:8)
2017-11-29 13:24:19.114795|INFO    |VirtualServer |1  |servergroup '----- Grade Permission -----'(id:23) was copied by 'loulediable'(id:2) to '♪'(id:18)
2017-11-29 13:24:58.979654|INFO    |VirtualServer |1  |channelgroup 'Guest'(id:8) was renamed to 'Membre du channel' by 'loulediable'(id:2)
2017-11-29 13:25:09.699589|INFO    |VirtualServer |1  |channelgroup 'Channel Admin'(id:5) was renamed to 'Créateur du channel' by 'loulediable'(id:2)
2017-11-29 13:26:08.769019|INFO    |VirtualServer |1  |permission 'i_client_needed_talk_power'(id:220) with values (value:75) was added by 'loulediable'(id:2) to channel '[cspacer]Acceuil'(id:1)
2017-11-29 13:30:59.366924|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[*cspacer]___'(id:2)
2017-11-29 13:30:59.367909|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[*cspacer]___'(id:2)
2017-11-29 13:30:59.368729|INFO    |VirtualServer |1  |permission 'i_channel_needed_delete_power'(id:130) with values (value:100) was added by 'loulediable'(id:2) to channel '[*cspacer]___'(id:2)
2017-11-29 13:30:59.370088|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[*cspacer]___'(id:2)
2017-11-29 13:30:59.370960|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[*cspacer]___'(id:2)
2017-11-29 13:31:26.661530|INFO    |VirtualServer |1  |client 'loulediable'(id:2) was added to channelgroup 'Membre du channel'(id:8) by client 'loulediable'(id:2) in channel 'Buroux Loulediable et marine'(id:13)
2017-11-29 13:31:31.321954|INFO    |VirtualServer |1  |client 'loulediable'(id:2) was added to channelgroup 'Membre du channel'(id:8) by client 'loulediable'(id:2) in channel 'Buroux ShiniOz'(id:10)
2017-11-29 13:31:38.572917|INFO    |VirtualServer |1  |client 'loulediable'(id:2) was added to channelgroup 'Membre du channel'(id:8) by client 'loulediable'(id:2) in channel 'Buroux Drizox'(id:9)
2017-11-29 13:31:43.421089|INFO    |VirtualServer |1  |client 'loulediable'(id:2) was added to channelgroup 'Membre du channel'(id:8) by client 'loulediable'(id:2) in channel '★】Discussion détente 【★'(id:3)
2017-11-29 13:31:57.684360|INFO    |VirtualServer |1  |client 'loulediable'(id:2) was added to channelgroup 'Membre du channel'(id:8) by client 'loulediable'(id:2) in channel 'Buroux QueenMs'(id:4)
2017-11-29 13:32:13.019682|INFO    |VirtualServer |1  |client 'loulediable'(id:2) was added to channelgroup 'Membre du channel'(id:8) by client 'loulediable'(id:2) in channel '[*cspacer]___'(id:2)
2017-11-29 13:32:54.076287|INFO    |VirtualServer |1  |client 'MsMoGr'(id:8) was added to channelgroup 'Membre du channel'(id:8) by client 'loulediable'(id:2) in channel '[cspacer]AFK'(id:7)
2017-11-29 13:36:59.241365|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]AFK'(id:7)
2017-11-29 13:36:59.242122|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]AFK'(id:7)
2017-11-29 13:36:59.245979|INFO    |VirtualServer |1  |permission 'i_channel_needed_delete_power'(id:130) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]AFK'(id:7)
2017-11-29 13:36:59.246678|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]AFK'(id:7)
2017-11-29 13:36:59.247346|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]AFK'(id:7)
2017-11-29 14:26:27.598476|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╚════╗︽╔════╝'(id:17)
2017-11-29 14:26:27.599493|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╚════╗︽╔════╝'(id:17)
2017-11-29 14:26:27.600330|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╚════╗︽╔════╝'(id:17)
2017-11-29 14:26:27.601206|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╚════╗︽╔════╝'(id:17)
2017-11-29 14:26:46.174860|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]❚'(id:19)
2017-11-29 14:26:46.175861|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]❚'(id:19)
2017-11-29 14:26:46.177196|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]❚'(id:19)
2017-11-29 14:26:46.178122|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]❚'(id:19)
2017-11-29 14:26:59.789067|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╔════╝︾╚════╗'(id:14)
2017-11-29 14:26:59.792617|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╔════╝︾╚════╗'(id:14)
2017-11-29 14:26:59.794339|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╔════╝︾╚════╗'(id:14)
2017-11-29 14:26:59.795358|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]╔════╝︾╚════╗'(id:14)
2017-11-29 14:27:16.032267|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]═╪═'(id:16)
2017-11-29 14:27:16.032841|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]═╪═'(id:16)
2017-11-29 14:27:16.033405|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]═╪═'(id:16)
2017-11-29 14:27:16.033949|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer]═╪═'(id:16)
2017-11-29 14:27:53.716049|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:10) was added by 'loulediable'(id:2) to channel '[cspacer01]╚════╗︽╔════╝'(id:26)
2017-11-29 14:27:53.717092|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╚════╗︽╔════╝'(id:26)
2017-11-29 14:27:53.720035|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╚════╗︽╔════╝'(id:26)
2017-11-29 14:28:03.717890|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╚════╗︽╔════╝'(id:26)
2017-11-29 14:28:03.718553|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╚════╗︽╔════╝'(id:26)
2017-11-29 14:28:15.798665|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]❚'(id:28)
2017-11-29 14:28:15.799314|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]❚'(id:28)
2017-11-29 14:28:15.799932|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]❚'(id:28)
2017-11-29 14:28:15.800488|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]❚'(id:28)
2017-11-29 14:28:37.162096|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╔════╝︾╚════╗'(id:25)
2017-11-29 14:28:37.163225|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╔════╝︾╚════╗'(id:25)
2017-11-29 14:28:37.164271|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╔════╝︾╚════╗'(id:25)
2017-11-29 14:28:37.165375|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]╔════╝︾╚════╗'(id:25)
2017-11-29 14:28:49.829637|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]Buroux'(id:27)
2017-11-29 14:28:49.832602|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]Buroux'(id:27)
2017-11-29 14:28:49.833260|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]Buroux'(id:27)
2017-11-29 14:28:49.833830|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer01]Buroux'(id:27)
2017-11-29 14:29:07.053655|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╚════╗︽╔════╝'(id:30)
2017-11-29 14:29:07.054539|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╚════╗︽╔════╝'(id:30)
2017-11-29 14:29:07.058540|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╚════╗︽╔════╝'(id:30)
2017-11-29 14:29:07.059469|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╚════╗︽╔════╝'(id:30)
2017-11-29 14:29:20.785751|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]❚'(id:36)
2017-11-29 14:29:20.786439|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]❚'(id:36)
2017-11-29 14:29:20.788812|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]❚'(id:36)
2017-11-29 14:29:20.789935|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]❚'(id:36)
2017-11-29 14:29:35.216785|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╔════╝︾╚════╗'(id:29)
2017-11-29 14:29:35.217768|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╔════╝︾╚════╗'(id:29)
2017-11-29 14:29:35.218716|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╔════╝︾╚════╗'(id:29)
2017-11-29 14:29:35.219617|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]╔════╝︾╚════╗'(id:29)
2017-11-29 14:29:51.498886|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]═╪═'(id:35)
2017-11-29 14:29:51.499570|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]═╪═'(id:35)
2017-11-29 14:29:51.500176|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]═╪═'(id:35)
2017-11-29 14:29:51.500702|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer02]═╪═'(id:35)
2017-11-29 14:30:03.494215|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]╚════╗︽╔════╝'(id:37)
2017-11-29 14:30:03.494819|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]╚════╗︽╔════╝'(id:37)
2017-11-29 14:30:03.495397|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]╚════╗︽╔════╝'(id:37)
2017-11-29 14:30:03.495953|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]╚════╗︽╔════╝'(id:37)
2017-11-29 14:30:38.863701|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]❚'(id:38)
2017-11-29 14:30:38.864911|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]❚'(id:38)
2017-11-29 14:30:38.865980|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]❚'(id:38)
2017-11-29 14:30:38.874200|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]❚'(id:38)
2017-11-29 14:30:50.731576|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]╔════╝︾╚════╗'(id:39)
2017-11-29 14:30:50.732181|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:100) was added by 'loulediable'(id:2) to channel '[cspacer03]╔════╝︾╚════╗'(id:39)
